DATE,DAY,TMIN,year,month
1992-10-14,14,-6.614288167776071,1992,10
1992-11-01,1,-6.114288167776071,1992,11
1992-12-31,31,-11.11428816777607,1992,12
1993-01-03,3,-14.414288167776071,1993,1
1993-02-24,24,-9.514288167776073,1993,2
1993-03-04,4,-9.514288167776073,1993,3
1993-04-03,3,-4.114288167776072,1993,4
1993-05-06,6,-1.6142881677760714,1993,5
1993-06-25,25,1.3857118322239286,1993,6
1993-07-11,11,2.285711832223929,1993,7
1993-08-24,24,0.785711832223928,1993,8
1993-09-18,18,0.785711832223928,1993,9
1993-10-30,30,-5.614288167776071,1993,10
1993-11-22,22,-11.11428816777607,1993,11
1993-12-01,1,-7.714288167776072,1993,12
1994-01-17,17,-8.614288167776072,1994,1
1994-02-13,13,-14.014288167776073,1994,2
1994-03-27,27,-6.514288167776072,1994,3
1994-04-09,9,-5.414288167776072,1994,4
1994-05-02,2,-2.514288167776072,1994,5
1994-06-09,9,0.785711832223928,1994,6
1994-07-08,8,3.585711832223928,1994,7
1994-08-15,15,1.8857118322239286,1994,8
1994-09-17,17,0.1857118322239284,1994,9
1994-10-18,18,-5.914288167776072,1994,10
1994-11-30,30,-5.214288167776072,1994,11
1994-12-24,24,-11.214288167776072,1994,12
1995-01-05,5,-11.214288167776072,1995,1
1995-02-27,27,-7.214288167776072,1995,2
1995-03-04,4,-8.014288167776073,1995,3
1995-04-20,20,-5.814288167776072,1995,4
1995-05-14,14,-4.014288167776072,1995,5
1995-06-08,8,-1.6142881677760714,1995,6
1995-07-23,23,2.985711832223928,1995,7
1995-08-28,28,3.8857118322239286,1995,8
1995-09-29,29,-1.0142881677760718,1995,9
1995-10-22,22,-3.014288167776072,1995,10
1995-11-05,5,-9.014288167776073,1995,11
1995-12-29,29,-13.314288167776072,1995,12
1996-01-26,26,-14.314288167776073,1996,1
1996-02-22,22,-13.014288167776073,1996,2
1996-03-12,12,-11.014288167776073,1996,3
1996-04-01,1,-7.214288167776072,1996,4
1996-05-05,5,-6.014288167776072,1996,5
1996-06-22,22,0.785711832223928,1996,6
1996-07-07,7,1.4857118322239282,1996,7
1996-08-31,31,2.3857118322239286,1996,8
1996-09-18,18,0.785711832223928,1996,9
1996-10-30,30,-2.8142881677760716,1996,10
1996-11-28,28,-8.714288167776072,1996,11
1996-12-31,31,-19.11428816777607,1996,12
1997-01-01,1,-20.11428816777607,1997,1
1997-02-02,2,-8.614288167776072,1997,2
1997-03-22,22,-6.514288167776072,1997,3
1997-04-21,21,-6.214288167776072,1997,4
1997-05-07,7,-5.914288167776072,1997,5
1997-06-25,25,2.085711832223928,1997,6
1997-07-03,3,4.385711832223929,1997,7
1997-08-29,29,6.485711832223928,1997,8
1997-09-14,14,-0.01428816777607178,1997,9
1997-10-29,29,-8.514288167776073,1997,10
1997-11-03,3,-7.614288167776072,1997,11
1997-12-17,17,-9.814288167776072,1997,12
1998-01-27,27,-11.814288167776072,1998,1
1998-02-02,2,-15.414288167776071,1998,2
1998-03-09,9,-8.714288167776072,1998,3
1998-04-13,13,-6.214288167776072,1998,4
1998-05-05,5,-2.614288167776072,1998,5
1998-06-13,13,-0.01428816777607178,1998,6
1998-07-08,8,3.285711832223929,1998,7
1998-08-25,25,1.4857118322239282,1998,8
1998-09-12,12,1.0857118322239279,1998,9
1998-10-19,19,-4.314288167776072,1998,10
1998-11-23,23,-13.414288167776071,1998,11
1998-12-08,8,-9.114288167776072,1998,12
1999-01-30,30,-11.214288167776072,1999,1
1999-02-13,13,-13.314288167776072,1999,2
1999-03-11,11,-6.614288167776071,1999,3
1999-04-14,14,-5.314288167776072,1999,4
1999-05-16,16,0.08571183222392786,1999,5
1999-06-22,22,0.28571183222392804,1999,6
1999-07-01,1,5.285711832223929,1999,7
1999-08-22,22,3.3857118322239286,1999,8
1999-09-16,16,3.1857118322239275,1999,9
1999-10-19,19,-4.314288167776072,1999,10
1999-11-16,16,-9.114288167776072,1999,11
1999-12-16,16,-8.814288167776072,1999,12
2000-01-24,24,-10.414288167776071,2000,1
2000-02-21,21,-6.814288167776072,2000,2
2000-03-05,5,-7.714288167776072,2000,3
2000-04-06,6,-5.814288167776072,2000,4
2000-05-19,19,0.5857118322239279,2000,5
2000-06-26,26,0.1857118322239284,2000,6
2000-07-12,12,0.3857118322239286,2000,7
2000-08-22,22,3.985711832223928,2000,8
2000-09-05,5,2.285711832223929,2000,9
2000-10-07,7,-1.8142881677760716,2000,10
2000-11-17,17,-4.014288167776072,2000,11
2000-12-22,22,-8.714288167776072,2000,12
2001-01-17,17,-11.514288167776073,2001,1
2001-02-25,25,-11.814288167776072,2001,2
2001-03-03,3,-7.214288167776072,2001,3
2001-04-14,14,-7.914288167776071,2001,4
2001-05-06,6,-0.8142881677760716,2001,5
2001-06-19,19,-1.1142881677760714,2001,6
2001-07-15,15,3.6857118322239275,2001,7
2001-08-11,11,4.385711832223929,2001,8
2001-09-22,22,0.9857118322239282,2001,9
2001-10-31,31,0.9857118322239282,2001,10
2001-11-10,10,-7.814288167776072,2001,11
2001-12-23,23,-12.514288167776073,2001,12
2002-01-02,2,-13.014288167776073,2002,1
2002-02-15,15,-8.114288167776072,2002,2
2002-03-02,2,-7.214288167776072,2002,3
2002-04-07,7,-4.614288167776072,2002,4
2002-05-03,3,-2.014288167776072,2002,5
2002-06-01,1,2.985711832223928,2002,6
2002-07-19,19,4.1857118322239275,2002,7
2002-08-25,25,5.785711832223929,2002,8
2002-09-24,24,0.3857118322239286,2002,9
2002-10-20,20,-3.614288167776072,2002,10
2002-11-27,27,-3.714288167776072,2002,11
2002-12-11,11,-12.214288167776072,2002,12
2003-01-09,9,-14.61428816777607,2003,1
2003-02-01,1,-13.014288167776073,2003,2
2003-03-15,15,-5.614288167776071,2003,3
2003-04-11,11,-7.914288167776071,2003,4
2003-05-15,15,-1.8142881677760716,2003,5
2003-06-21,21,3.6857118322239275,2003,6
2003-07-08,8,5.1857118322239275,2003,7
2003-08-31,31,3.285711832223929,2003,8
2003-09-24,24,-1.0142881677760718,2003,9
2003-10-24,24,-9.514288167776073,2003,10
2003-11-17,17,-4.114288167776072,2003,11
2003-12-08,8,-9.414288167776071,2003,12
2004-01-03,3,-12.814288167776072,2004,1
2004-02-26,26,-9.614288167776072,2004,2
2004-03-01,1,-8.714288167776072,2004,3
2004-04-10,10,-5.014288167776072,2004,4
2004-05-24,24,-2.214288167776072,2004,5
2004-06-19,19,1.9857118322239282,2004,6
2004-07-14,14,3.3857118322239286,2004,7
2004-08-31,31,4.1857118322239275,2004,8
2004-09-16,16,1.6857118322239284,2004,9
2004-10-27,27,-0.8142881677760716,2004,10
2004-11-20,20,-8.114288167776072,2004,11
2004-12-21,21,-11.314288167776072,2004,12
2005-01-27,27,-9.114288167776072,2005,1
2005-02-28,28,-12.61428816777607,2005,2
2005-03-04,4,-12.61428816777607,2005,3
2005-04-09,9,-4.714288167776072,2005,4
2005-05-10,10,-4.414288167776071,2005,5
2005-06-12,12,-0.8142881677760716,2005,6
2005-07-05,5,4.585711832223928,2005,7
2005-08-13,13,3.785711832223929,2005,8
2005-09-19,19,-0.6142881677760714,2005,9
2005-10-18,18,-0.5142881677760718,2005,10
2005-11-19,19,-7.514288167776072,2005,11
2005-12-29,29,-13.014288167776073,2005,12
2006-01-28,28,-13.214288167776072,2006,1
2006-02-02,2,-10.714288167776072,2006,2
2006-03-13,13,-11.714288167776072,2006,3
2006-04-11,11,-6.814288167776072,2006,4
2006-05-01,1,-2.514288167776072,2006,5
2006-06-02,2,-2.3142881677760716,2006,6
2006-07-15,15,6.985711832223928,2006,7
2006-08-30,30,3.485711832223928,2006,8
2006-09-20,20,2.485711832223928,2006,9
2006-10-30,30,1.3857118322239286,2006,10
2006-11-02,2,-4.614288167776072,2006,11
2006-12-26,26,-7.314288167776072,2006,12
2007-01-25,25,-10.414288167776071,2007,1
2007-02-08,8,-9.714288167776072,2007,2
2007-03-20,20,-7.114288167776072,2007,3
2007-04-04,4,-3.3142881677760716,2007,4
2007-05-30,30,-1.1142881677760714,2007,5
2007-06-27,27,3.1857118322239275,2007,6
2007-07-31,31,2.285711832223929,2007,7
2007-08-30,30,1.4857118322239282,2007,8
2007-09-18,18,0.785711832223928,2007,9
2007-10-23,23,-6.114288167776071,2007,10
2007-11-16,16,-8.614288167776072,2007,11
2007-12-21,21,-12.814288167776072,2007,12
2008-01-02,2,-9.114288167776072,2008,1
2008-02-17,17,-10.214288167776072,2008,2
2008-03-23,23,-8.414288167776071,2008,3
2008-04-08,8,-7.214288167776072,2008,4
2008-05-20,20,0.1857118322239284,2008,5
2008-06-16,16,0.3857118322239286,2008,6
2008-07-13,13,2.985711832223928,2008,7
2008-08-15,15,3.985711832223928,2008,8
2008-09-19,19,-1.8142881677760716,2008,9
2008-10-29,29,-5.914288167776072,2008,10
2008-11-24,24,-8.014288167776073,2008,11
2008-12-29,29,-12.11428816777607,2008,12
2009-01-07,7,-18.814288167776073,2009,1
2009-02-15,15,-9.814288167776072,2009,2
2009-03-30,30,-7.414288167776071,2009,3
2009-04-23,23,-3.014288167776072,2009,4
2009-05-04,4,-2.4142881677760717,2009,5
2009-06-05,5,0.785711832223928,2009,6
2009-07-31,31,4.785711832223929,2009,7
2009-08-03,3,3.8857118322239286,2009,8
2009-09-25,25,1.5857118322239279,2009,9
2009-10-15,15,-6.214288167776072,2009,10
2009-11-08,8,-3.214288167776072,2009,11
2009-12-19,19,-16.91428816777607,2009,12
2010-01-04,4,-14.214288167776072,2010,1
2010-02-12,12,-12.514288167776073,2010,2
2010-03-08,8,-10.514288167776073,2010,3
2010-04-22,22,-5.914288167776072,2010,4
2010-05-09,9,-2.714288167776072,2010,5
2010-06-13,13,1.285711832223928,2010,6
2010-07-18,18,4.385711832223929,2010,7
2010-08-31,31,2.285711832223929,2010,8
2010-09-27,27,-0.8142881677760716,2010,9
2010-10-18,18,-5.114288167776071,2010,10
2010-11-28,28,-10.514288167776073,2010,11
2010-12-03,3,-14.014288167776073,2010,12
2011-01-30,30,-11.514288167776073,2011,1
2011-02-01,1,-10.814288167776072,2011,2
2011-03-05,5,-8.114288167776072,2011,3
2011-04-13,13,-2.9142881677760717,2011,4
2011-05-04,4,-2.014288167776072,2011,5
2011-06-12,12,0.6857118322239284,2011,6
2011-07-03,3,1.3857118322239286,2011,7
2011-08-31,31,1.9857118322239282,2011,8
2011-09-24,24,2.8857118322239286,2011,9
2011-10-21,21,-4.114288167776072,2011,10
2011-11-16,16,-7.914288167776071,2011,11
2011-12-10,10,-6.014288167776072,2011,12
2012-01-31,31,-11.214288167776072,2012,1
2012-02-04,4,-19.014288167776073,2012,2
2012-03-05,5,-5.714288167776072,2012,3
2012-04-01,1,-6.114288167776071,2012,4
2012-05-13,13,-3.3142881677760716,2012,5
2012-06-05,5,-1.8142881677760716,2012,6
2012-07-22,22,2.585711832223928,2012,7
2012-08-27,27,3.785711832223929,2012,8
2012-09-30,30,-0.01428816777607178,2012,9
2012-10-28,28,-8.114288167776072,2012,10
2012-11-30,30,-7.214288167776072,2012,11
2012-12-13,13,-10.514288167776073,2012,12
2013-01-16,16,-15.314288167776073,2013,1
2013-02-23,23,-10.914288167776071,2013,2
2013-03-13,13,-16.11428816777607,2013,3
2013-04-01,1,-8.214288167776072,2013,4
2013-05-24,24,-3.4142881677760717,2013,5
2013-06-26,26,0.8857118322239286,2013,6
2013-07-02,2,3.785711832223929,2013,7
2013-08-14,14,4.385711832223929,2013,8
2013-09-17,17,0.9857118322239282,2013,9
2013-10-12,12,-2.014288167776072,2013,10
2013-11-20,20,-5.614288167776071,2013,11
2013-12-03,3,-6.414288167776072,2013,12
2014-01-12,12,-6.514288167776072,2014,1
2014-02-03,3,-4.314288167776072,2014,2
2014-03-25,25,-5.614288167776071,2014,3
2014-04-16,16,-3.8142881677760716,2014,4
2014-05-04,4,-3.114288167776072,2014,5
2014-06-05,5,1.9857118322239282,2014,6
2014-07-01,1,2.8857118322239286,2014,7
2014-08-20,20,1.9857118322239282,2014,8
2014-09-23,23,2.085711832223928,2014,9
2014-10-22,22,0.8857118322239286,2014,10
2014-11-30,30,-5.214288167776072,2014,11
2014-12-28,28,-11.714288167776072,2014,12
2015-01-06,6,-8.814288167776072,2015,1
2015-02-05,5,-9.114288167776072,2015,2
2015-03-05,5,-7.014288167776072,2015,3
2015-04-03,3,-5.114288167776071,2015,4
2015-05-01,1,-2.214288167776072,2015,5
2015-06-07,7,1.3857118322239286,2015,6
2015-07-31,31,1.8857118322239286,2015,7
2015-08-02,2,4.385711832223929,2015,8
2015-09-26,26,0.785711832223928,2015,9
2015-10-13,13,-3.514288167776072,2015,10
2015-11-23,23,-7.814288167776072,2015,11
2015-12-10,10,-3.114288167776072,2015,12
2016-01-19,19,-13.214288167776072,2016,1
2016-02-17,17,-11.11428816777607,2016,2
2016-03-01,1,-9.214288167776072,2016,3
2016-04-28,28,-6.714288167776072,2016,4
2016-05-02,2,-3.4142881677760717,2016,5
2016-06-16,16,2.985711832223928,2016,6
2016-07-15,15,2.785711832223929,2016,7
2016-08-11,11,1.6857118322239284,2016,8
2016-09-27,27,1.6857118322239284,2016,9
2016-10-23,23,-3.9142881677760717,2016,10
2016-11-30,30,-9.714288167776072,2016,11
2016-12-31,31,-9.414288167776071,2016,12
2017-01-06,6,-11.61428816777607,2017,1
2017-02-10,10,-9.214288167776072,2017,2
2017-03-22,22,-4.014288167776072,2017,3
2017-04-20,20,-7.314288167776072,2017,4
2017-05-10,10,-2.114288167776072,2017,5
2017-06-05,5,3.785711832223929,2017,6
2017-07-13,13,2.785711832223929,2017,7
2017-08-06,6,3.6857118322239275,2017,8
2017-09-17,17,0.1857118322239284,2017,9
2017-10-30,30,-1.3142881677760716,2017,10
2017-11-30,30,-5.914288167776072,2017,11
2017-12-02,2,-8.314288167776072,2017,12
2018-01-21,21,-6.214288167776072,2018,1
2018-02-28,28,-14.714288167776072,2018,2
2018-03-01,1,-12.914288167776071,2018,3
2018-04-06,6,-3.514288167776072,2018,4
2018-05-04,4,-1.714288167776072,2018,5
2018-06-23,23,0.8857118322239286,2018,6
2018-07-18,18,6.485711832223928,2018,7
2018-08-26,26,2.985711832223928,2018,8
2018-09-30,30,-2.3142881677760716,2018,9
2018-10-28,28,-3.9142881677760717,2018,10
2018-11-21,21,-7.014288167776072,2018,11
2018-12-14,14,-8.314288167776072,2018,12
2019-01-21,21,-12.11428816777607,2019,1
2019-02-01,1,-7.614288167776072,2019,2
2019-03-19,19,-6.114288167776071,2019,3
2019-04-14,14,-6.514288167776072,2019,4
2019-05-06,6,-4.414288167776071,2019,5
2019-06-09,9,2.785711832223929,2019,6
2019-07-09,9,4.1857118322239275,2019,7
2019-08-21,21,3.585711832223928,2019,8
2019-09-06,6,0.3857118322239286,2019,9
2019-10-31,31,-5.014288167776072,2019,10
2019-11-20,20,-8.414288167776071,2019,11
2019-12-02,2,-8.514288167776073,2019,12
2020-01-21,21,-8.414288167776071,2020,1
2020-02-07,7,-6.914288167776072,2020,2
2020-03-24,24,-7.814288167776072,2020,3
2020-04-01,1,-7.314288167776072,2020,4
2020-05-13,13,-2.9142881677760717,2020,5
2020-06-05,5,1.5857118322239279,2020,6
2020-07-11,11,2.985711832223928,2020,7
2020-08-04,4,4.6857118322239275,2020,8
2020-09-25,25,1.9857118322239282,2020,9
2020-10-17,17,-1.6142881677760714,2020,10
2020-11-29,29,-7.514288167776072,2020,11
2020-12-06,6,-6.914288167776072,2020,12
2021-01-09,9,-9.014288167776073,2021,1
2021-02-10,10,-14.61428816777607,2021,2
2021-03-06,6,-8.714288167776072,2021,3
2021-04-13,13,-8.214288167776072,2021,4
2021-05-01,1,-5.014288167776072,2021,5
2021-06-06,6,3.285711832223929,2021,6
2021-07-01,1,5.385711832223929,2021,7
2021-08-27,27,4.285711832223929,2021,8
2021-09-30,30,0.5857118322239279,2021,9
2021-10-21,21,-1.8142881677760716,2021,10
2021-11-23,23,-6.514288167776072,2021,11
2021-12-22,22,-10.214288167776072,2021,12
2022-01-10,10,-7.814288167776072,2022,1
2022-02-26,26,-7.014288167776072,2022,2
2022-03-08,8,-8.714288167776072,2022,3
2022-04-03,3,-8.914288167776071,2022,4
2022-05-01,1,-3.514288167776072,2022,5
2022-06-02,2,0.28571183222392804,2022,6
2022-07-08,8,3.585711832223928,2022,7
2022-08-06,6,3.6857118322239275,2022,8
2022-09-29,29,-1.0142881677760718,2022,9
2022-10-12,12,-1.6142881677760714,2022,10
2022-11-19,19,-3.714288167776072,2022,11
2022-12-18,18,-12.814288167776072,2022,12
