DATE,TMAX,DAY,year,month
1892-01-29,-10.379008438241197,29,1892,1
1892-02-23,-8.24040999552707,23,1892,2
1892-03-21,-7.904814889854101,21,1892,3
1892-04-04,-0.9553525242627021,4,1892,4
1892-05-28,4.2822818843394455,28,1892,5
1892-06-28,5.411314142403965,28,1892,6
1892-07-03,6.714539948855576,3,1892,7
1892-08-18,8.033894787565254,18,1892,8
1892-09-20,4.587980809070631,20,1892,9
1892-10-31,-2.201589083402487,31,1892,10
1892-11-15,-4.2286858575960355,15,1892,11
1892-12-15,-11.017718115660552,15,1892,12
1893-01-30,-13.275782631789584,30,1893,1
1893-02-16,-6.474400143310322,16,1893,2
1893-03-30,-2.2209439221121645,30,1893,3
1893-04-20,3.237980809070633,20,1893,4
1893-05-15,4.5467980133717045,15,1893,5
1893-06-19,7.2713141424039645,19,1893,6
1893-07-08,8.062927045629772,8,1893,7
1893-08-18,8.791959303694286,18,1893,8
1893-09-06,3.7846474757373,6,1893,9
1893-10-09,0.04357220692009278,9,1893,10
1893-11-04,-7.072019190929369,4,1893,11
1893-12-13,-8.688685857596036,13,1893,12
1894-01-17,-9.240298760821842,17,1894,1
1894-02-27,-7.417257286167465,27,1894,2
1894-03-30,-3.0661052124347457,30,1894,3
1894-04-08,2.494647475737297,8,1894,4
1894-05-16,1.4822818843394483,16,1894,5
1894-06-30,4.62798080907063,30,1894,6
1894-07-02,7.814539948855577,2,1894,7
1894-08-06,5.453249626274934,6,1894,8
1894-09-01,2.62798080907063,1,1894,9
1894-10-08,-1.3854600511444222,8,1894,10
1894-11-03,-4.205352524262702,3,1894,11
1894-12-15,-7.6725568253379715,15,1894,12
1895-01-20,-12.101589083402487,20,1895,1
1895-02-28,-15.57797157188175,28,1895,2
1895-03-24,-6.488685857596035,24,1895,3
1895-04-17,-0.3153525242627033,17,1895,4
1895-05-30,3.253249626274931,30,1895,5
1895-06-29,6.681314142403965,29,1895,6
1895-07-09,6.51776575530719,9,1895,7
1895-08-22,7.01776575530719,22,1895,8
1895-09-10,9.227980809070631,10,1895,9
1895-10-01,-1.6822342446928111,1,1895,10
1895-11-16,-3.285352524262704,16,1895,11
1895-12-05,-9.23707295437023,5,1895,12
1896-01-17,-9.837072954370228,17,1896,1
1896-02-20,-8.099030685182242,20,1896,2
1896-03-24,-3.1177181156605513,24,1896,3
1896-04-27,-2.4886858575960353,27,1896,4
1896-05-11,2.108088335952351,11,1896,5
1896-06-02,7.424647475737297,2,1896,6
1896-07-21,8.830668981113645,21,1896,7
1896-08-21,5.211314142403966,21,1896,8
1896-09-09,3.8613141424039643,9,1896,9
1896-10-08,-2.182234244692811,8,1896,10
1896-11-13,-8.685352524262703,13,1896,11
1896-12-04,-9.275782631789584,4,1896,12
1897-01-10,-11.330621341467003,10,1897,1
1897-02-26,-6.3708287147388925,26,1897,2
1897-03-28,-3.6402987608218442,28,1897,3
1897-04-28,-1.54201919092937,28,1897,4
1897-05-30,1.9338947875652543,30,1897,5
1897-06-24,7.644647475737296,24,1897,6
1897-07-24,7.269378658532995,24,1897,7
1897-08-05,7.859701239178159,5,1897,8
1897-09-26,3.031314142403966,26,1897,9
1897-10-18,0.5338947875652558,18,1897,10
1897-11-14,-5.378685857596036,14,1897,11
1897-12-17,-7.446750373725068,17,1897,12
1898-01-31,-7.308040696305713,31,1898,1
1898-02-02,-7.331543000453179,2,1898,2
1898-03-18,-7.598363276950875,18,1898,3
1898-04-27,-0.5420191909293699,27,1898,4
1898-05-02,1.2242173682104163,2,1898,5
1898-06-06,4.5979808090706324,6,1898,6
1898-07-22,5.424217368210416,22,1898,7
1898-08-22,9.788733497242672,22,1898,8
1898-09-09,7.394647475737296,9,1898,9
1898-10-04,1.1145399488555778,4,1898,10
1898-11-11,-3.4686858575960358,11,1898,11
1898-12-03,-5.556427793079906,3,1898,12
1899-01-21,-6.3015890834024875,21,1899,1
1899-02-10,-5.185114429024608,10,1899,2
1899-03-15,-5.433847147918616,15,1899,3
1899-04-28,-2.262019190929367,28,1899,4
1899-05-18,1.5177657553071917,18,1899,5
1899-06-06,6.364647475737295,6,1899,6
1899-07-21,8.524217368210413,21,1899,7
1899-08-05,9.837120594016868,5,1899,8
1899-09-06,4.311314142403964,6,1899,9
1899-10-28,0.7467980133717038,28,1899,10
1899-11-02,-2.4786858575960355,2,1899,11
1899-12-05,-11.985460051144422,5,1899,12
1900-01-02,-8.024169728563777,2,1900,1
1900-02-25,-7.395828714738893,25,1900,2
1900-03-11,-7.201589083402487,11,1900,3
1900-04-21,-1.7720191909293685,21,1900,4
1900-05-06,1.8177657553071906,6,1900,5
1900-06-12,6.2279808090706315,12,1900,6
1900-07-20,10.172604464984607,20,1900,7
1900-08-19,6.5951851101459,19,1900,8
1900-09-16,5.604647475737293,16,1900,9
1900-10-08,0.29841091659751307,8,1900,10
1900-11-01,-4.832019190929369,1,1900,11
1900-12-05,-5.669331018886359,5,1900,12
1901-01-27,-9.288685857596036,27,1901,1
1901-02-28,-12.288685857596036,28,1901,2
1901-03-17,-7.466105212434745,17,1901,3
1901-04-22,-0.5620191909293695,22,1901,4
1901-05-29,4.233894787565253,29,1901,5
1901-06-22,6.821314142403965,22,1901,6
1901-07-13,10.65324962627493,13,1901,7
1901-08-10,7.843572206920095,10,1901,8
1901-09-21,5.051314142403966,21,1901,9
1901-10-01,0.18873349724267285,1,1901,10
1901-11-21,-5.982019190929369,21,1901,11
1901-12-31,-8.620943922112165,31,1901,12
1902-01-02,-7.340298760821842,2,1902,1
1902-02-28,-10.067257286167465,28,1902,2
1902-03-06,-3.8499761801766805,6,1902,3
1902-04-19,-0.5953525242627045,19,1902,4
1902-05-31,-0.4725568253379713,31,1902,5
1902-06-28,5.937980809070629,28,1902,6
1902-07-14,6.640346400468479,14,1902,7
1902-08-29,5.688733497242675,29,1902,8
1902-09-03,3.9913141424039633,3,1902,9
1902-10-10,-1.9532019866282937,10,1902,10
1902-11-07,-5.918685857596036,7,1902,11
1902-12-17,-9.337072954370228,17,1902,12
1903-01-05,-8.09191166404765,5,1903,1
1903-02-21,-5.0672572861674645,21,1903,2
1903-03-25,-2.272556825337972,25,1903,3
1903-04-30,-4.912019190929369,30,1903,4
1903-05-30,4.201636723049125,30,1903,5
1903-06-28,5.147980809070633,28,1903,6
1903-07-02,7.008088335952349,2,1903,7
1903-08-08,5.543572206920091,8,1903,8
1903-09-02,5.757980809070629,2,1903,9
1903-10-01,0.7629270456297679,1,1903,10
1903-11-02,-5.035352524262702,2,1903,11
1903-12-13,-10.595137470499262,13,1903,12
1904-01-13,-10.243524567273456,13,1904,1
1904-02-08,-7.716272064492587,8,1904,2
1904-03-08,-6.595137470499262,8,1904,3
1904-04-15,0.537980809070632,15,1904,4
1904-05-26,3.4984109165975124,26,1904,5
1904-06-14,5.631314142403964,14,1904,6
1904-07-15,11.22744317466203,15,1904,7
1904-08-04,8.379056077887833,4,1904,8
1904-09-06,3.7646474757372967,6,1904,9
1904-10-19,-0.27578263178958373,19,1904,10
1904-11-10,-5.965352524262703,10,1904,11
1904-12-06,-6.595137470499262,6,1904,12
1905-01-06,-9.775782631789584,6,1905,1
1905-02-05,-7.15297157188175,5,1905,2
1905-03-22,-3.604814889854099,22,1905,3
1905-04-14,-2.1620191909293673,14,1905,4
1905-05-29,2.9371205940168696,29,1905,5
1905-06-30,8.344647475737295,30,1905,6
1905-07-27,9.162927045629774,27,1905,7
1905-08-15,6.608088335952347,15,1905,8
1905-09-06,3.5513141424039656,6,1905,9
1905-10-03,-4.266105212434745,3,1905,10
1905-11-01,-6.545352524262702,1,1905,11
1905-12-08,-8.898363276950874,8,1905,12
1906-01-06,-7.279008438241196,6,1906,1
1906-02-18,-8.32440014331032,18,1906,2
1906-03-07,-5.8983632769508745,7,1906,3
1906-04-11,-0.7986858575960358,11,1906,4
1906-05-08,3.4693786585329978,8,1906,5
1906-06-27,5.374647475737293,27,1906,6
1906-07-31,8.282281884339445,31,1906,7
1906-08-02,8.285507690791055,2,1906,8
1906-09-03,5.357980809070627,3,1906,9
1906-10-11,2.7726044649846084,11,1906,10
1906-11-22,-3.7353525242627015,22,1906,11
1906-12-03,-10.62739553501539,3,1906,12
1907-01-02,-9.266105212434745,2,1907,1
1907-02-28,-10.167257286167464,28,1907,2
1907-03-30,-3.8338471479186165,30,1907,3
1907-04-03,-1.4086858575960353,3,1907,4
1907-05-12,3.940346400468483,12,1907,5
1907-06-09,4.294647475737298,9,1907,6
1907-07-15,4.708088335952352,15,1907,7
1907-08-04,6.830668981113645,4,1907,8
1907-09-27,6.354647475737293,27,1907,9
1907-10-01,1.169378658532997,1,1907,10
1907-11-02,-4.198685857596036,2,1907,11
1907-12-08,-7.701589083402487,8,1907,12
1908-01-27,-10.869331018886358,27,1908,1
1908-02-13,-7.499030685182242,13,1908,2
1908-03-24,-6.701589083402487,24,1908,3
1908-04-16,-3.102019190929367,16,1908,4
1908-05-21,4.43712059401687,21,1908,5
1908-06-04,7.567980809070631,4,1908,6
1908-07-02,7.924217368210416,2,1908,7
1908-08-04,5.630668981113645,4,1908,8
1908-09-19,5.161314142403965,19,1908,9
1908-10-01,2.6984109165975116,1,1908,10
1908-11-01,-4.868685857596036,1,1908,11
1908-12-16,-9.962879405983132,16,1908,12
1909-01-15,-9.633847147918615,15,1909,1
1909-02-04,-9.342257286167463,4,1909,2
1909-03-20,-6.9951374704992615,20,1909,3
1909-04-24,0.7446474757372972,24,1909,4
1909-05-23,3.5403464004684775,23,1909,5
1909-06-01,3.777980809070632,1,1909,6
1909-07-03,4.430668981113643,3,1909,7
1909-08-16,7.795185110145896,16,1909,8
1909-09-22,3.6813141424039646,22,1909,9
1909-10-18,1.2726044649846102,18,1909,10
1909-11-05,-6.745352524262702,5,1909,11
1909-12-23,-7.420943922112165,23,1909,12
1910-01-10,-7.885460051144423,10,1910,1
1910-02-22,-6.6208287147388925,22,1910,2
1910-03-09,-3.5402987608218393,9,1910,3
1910-04-13,-1.6020191909293668,13,1910,4
1910-05-20,3.330668981113641,20,1910,5
1910-06-06,7.0213141424039645,6,1910,6
1910-07-17,5.188733497242675,17,1910,7
1910-08-10,6.72744317466203,10,1910,8
1910-09-29,4.017980809070634,29,1910,9
1910-10-02,1.2403464004684803,2,1910,10
1910-11-14,-7.068685857596036,14,1910,11
1910-12-05,-5.456427793079906,5,1910,12
1911-01-28,-10.843524567273455,28,1911,1
1911-02-17,-7.345828714738893,17,1911,2
1911-03-29,-4.443524567273455,29,1911,3
1911-04-22,-1.295352524262702,22,1911,4
1911-05-31,5.198410916597515,31,1911,5
1911-06-05,5.671314142403963,5,1911,6
1911-07-28,11.469378658533001,28,1911,7
1911-08-09,12.795185110145896,9,1911,8
1911-09-02,8.064647475737297,2,1911,9
1911-10-19,0.32744317466202766,19,1911,10
1911-11-05,-5.155352524262703,5,1911,11
1911-12-20,-5.498363276950875,20,1911,12
1912-01-06,-7.920943922112165,6,1912,1
1912-02-17,-4.50937551276845,17,1912,2
1912-03-26,-3.053201986628295,26,1912,3
1912-04-26,-0.1386858575960357,26,1912,4
1912-05-12,4.485507690791062,12,1912,5
1912-06-19,6.187980809070629,19,1912,6
1912-07-13,9.275830271436222,13,1912,7
1912-08-04,3.8693786585329963,4,1912,8
1912-09-04,0.9979808090706275,4,1912,9
1912-10-14,-0.9951374704992642,14,1912,10
1912-11-09,-6.178685857596036,9,1912,11
1912-12-28,-5.066105212434746,28,1912,12
1913-01-04,-6.991911664047648,4,1913,1
1913-02-25,-6.1922572861674645,25,1913,2
1913-03-22,-2.6822342446928094,22,1913,3
1913-04-28,-0.3186858575960354,28,1913,4
1913-05-30,4.179056077887838,30,1913,5
1913-06-17,4.944647475737293,17,1913,6
1913-07-14,5.008088335952349,14,1913,7
1913-08-29,6.43712059401687,29,1913,8
1913-09-03,5.694647475737293,3,1913,9
1913-10-26,2.3661528520813846,26,1913,10
1913-11-10,-2.682019190929367,10,1913,11
1913-12-01,-8.088685857596035,1,1913,12
1914-01-09,-12.001589083402488,9,1914,1
1914-02-15,-3.4386858575960364,15,1914,2
1914-03-31,-3.885460051144422,31,1914,3
1914-04-29,2.1913141424039644,29,1914,4
1914-05-22,2.3597012391781558,22,1914,5
1914-06-30,5.384647475737298,30,1914,6
1914-07-01,8.043572206920091,1,1914,7
1914-08-10,8.740346400468484,10,1914,8
1914-09-08,4.7713141424039645,8,1914,9
1914-10-25,-0.6273955350153901,25,1914,10
1914-11-02,-5.74201919092937,2,1914,11
1914-12-07,-5.953201986628294,7,1914,12
1915-01-07,-8.669331018886357,7,1915,1
1915-02-05,-6.924400143310321,5,1915,2
1915-03-23,-6.2370729543702295,23,1915,3
1915-04-28,-1.2286858575960355,28,1915,4
1915-05-26,4.827443174662031,26,1915,5
1915-06-08,8.294647475737298,8,1915,6
1915-07-04,7.153249626274929,4,1915,7
1915-08-01,6.843572206920095,1,1915,8
1915-09-23,4.777980809070632,23,1915,9
1915-10-14,-1.749976180176679,14,1915,10
1915-11-12,-8.088685857596037,12,1915,11
1915-12-10,-4.598363276950874,10,1915,12
1916-01-01,-5.211266502757326,1,1916,1
1916-02-29,-7.47489275414776,29,1916,2
1916-03-19,-5.359653599531519,19,1916,3
1916-04-27,-0.46868585759603576,27,1916,4
1916-05-05,4.704862529500735,5,1916,5
1916-06-23,3.0546474757372994,23,1916,6
1916-07-31,6.043572206920091,31,1916,7
1916-08-02,7.501636723049126,2,1916,8
1916-09-09,3.9613141424039657,9,1916,9
1916-10-05,-0.3144923092089389,5,1916,10
1916-11-04,-5.162019190929369,4,1916,11
1916-12-23,-8.608040696305714,23,1916,12
1917-01-02,-12.501589083402488,2,1917,1
1917-02-25,-11.924400143310322,25,1917,2
1917-03-11,-7.888685857596036,11,1917,3
1917-04-30,-4.7786858575960345,30,1917,4
1917-05-12,7.0951851101459,12,1917,5
1917-06-16,9.761314142403963,16,1917,6
1917-07-28,7.562927045629772,28,1917,7
1917-08-18,6.604862529500737,18,1917,8
1917-09-06,6.3146474757372975,6,1917,9
1917-10-02,-1.717718115660551,2,1917,10
1917-11-02,-4.0986858575960365,2,1917,11
1917-12-14,-11.485460051144422,14,1917,12
1918-01-20,-6.727395535015391,20,1918,1
1918-02-23,-5.924400143310321,23,1918,2
1918-03-17,-3.4306213414670044,17,1918,3
1918-04-24,-1.7186858575960358,24,1918,4
1918-05-22,6.004862529500736,22,1918,5
1918-06-09,5.287980809070627,9,1918,6
1918-07-16,7.840346400468485,16,1918,7
1918-08-22,7.617765755307191,22,1918,8
1918-09-07,4.5213141424039645,7,1918,9
1918-10-12,-0.8112665027573271,12,1918,10
1918-11-03,-5.815352524262702,3,1918,11
1918-12-13,-4.791911664047648,13,1918,12
1919-01-15,-9.324169728563778,15,1919,1
1919-02-20,-9.067257286167465,20,1919,2
1919-03-11,-6.146750373725068,11,1919,3
1919-04-07,-2.9720191909293696,7,1919,4
1919-05-31,5.730668981113643,31,1919,5
1919-06-12,6.721314142403964,12,1919,6
1919-07-19,4.091959303694287,19,1919,7
1919-08-10,8.214539948855576,10,1919,8
1919-09-12,6.447980809070627,12,1919,9
1919-10-06,-2.1951374704992617,6,1919,10
1919-11-24,-8.602019190929369,24,1919,11
1919-12-29,-6.966105212434745,29,1919,12
1920-01-31,-6.533847147918617,31,1920,1
1920-02-20,-3.519720340354656,20,1920,2
1920-03-29,-1.9983632769508741,29,1920,3
1920-04-15,-0.5553525242627018,15,1920,4
1920-05-29,4.38550769079106,29,1920,5
1920-06-29,6.514647475737293,29,1920,6
1920-07-12,6.962927045629771,12,1920,7
1920-08-17,4.859701239178159,17,1920,8
1920-09-13,4.571314142403962,13,1920,9
1920-10-08,1.4887334972426736,8,1920,10
1920-11-15,-5.055352524262702,15,1920,11
1920-12-30,-8.562879405983132,30,1920,12
1921-01-01,-4.879008438241197,1,1921,1
1921-02-25,-6.485114429024606,25,1921,2
1921-03-25,-1.9564277930799072,25,1921,3
1921-04-28,0.40464747573729554,28,1921,4
1921-05-25,5.475830271436221,25,1921,5
1921-06-26,6.531314142403966,26,1921,6
1921-07-28,12.22744317466203,28,1921,7
1921-08-02,8.946798013371707,2,1921,8
1921-09-09,7.4779808090706315,9,1921,9
1921-10-06,5.617765755307191,6,1921,10
1921-11-04,-8.098685857596035,4,1921,11
1921-12-28,-8.208040696305712,28,1921,12
1922-01-02,-9.466105212434746,2,1922,1
1922-02-26,-6.70297157188175,26,1922,2
1922-03-06,-5.701589083402487,6,1922,3
1922-04-14,-3.075352524262703,14,1922,4
1922-05-24,6.30486252950074,24,1922,5
1922-06-02,6.444647475737293,2,1922,6
1922-07-22,5.708088335952352,22,1922,7
1922-08-29,5.88550769079106,29,1922,8
1922-09-22,2.8479808090706324,22,1922,9
1922-10-03,-2.882234244692812,3,1922,10
1922-11-09,-6.485352524262702,9,1922,11
1922-12-30,-6.998363276950875,30,1922,12
1923-01-31,-7.8661052124347455,31,1923,1
1923-02-08,-5.535114429024607,8,1923,2
1923-03-27,-3.327395535015391,27,1923,3
1923-04-11,-0.4653525242627019,11,1923,4
1923-05-05,1.298410916597513,5,1923,5
1923-06-24,2.487980809070633,24,1923,6
1923-07-11,10.15324962627493,11,1923,7
1923-08-09,7.775830271436222,9,1923,8
1923-09-13,5.217980809070633,13,1923,9
1923-10-01,1.2016367230491252,1,1923,10
1923-11-01,-7.68201919092937,1,1923,11
1923-12-18,-9.717718115660553,18,1923,12
1924-01-19,-8.266105212434745,19,1924,1
1924-02-03,-10.188685857596035,3,1924,2
1924-03-22,-5.379008438241197,22,1924,3
1924-04-26,-1.8586858575960363,26,1924,4
1924-05-14,5.343572206920095,14,1924,5
1924-06-26,5.934647475737295,26,1924,6
1924-07-12,7.920991561758806,12,1924,7
1924-08-11,4.895185110145897,11,1924,8
1924-09-07,4.697980809070627,7,1924,9
1924-10-12,0.9209915617588038,12,1924,10
1924-11-01,-4.662019190929369,1,1924,11
1924-12-05,-6.853201986628294,5,1924,12
1925-01-04,-6.585460051144422,4,1925,1
1925-02-09,-5.735114429024606,9,1925,2
1925-03-01,-6.6725568253379715,1,1925,3
1925-04-23,-0.5953525242627045,23,1925,4
1925-05-16,5.104862529500737,16,1925,5
1925-06-06,6.451314142403964,6,1925,6
1925-07-22,8.982281884339448,22,1925,7
1925-08-09,6.814539948855577,9,1925,8
1925-09-19,2.5179808090706306,19,1925,9
1925-10-21,0.9338947875652543,21,1925,10
1925-11-01,-8.082019190929369,1,1925,11
1925-12-30,-8.501589083402488,30,1925,12
1926-01-26,-8.31449230920894,26,1926,1
1926-02-06,-3.18154300045318,6,1926,2
1926-03-29,-3.927395535015391,29,1926,3
1926-04-03,1.2713141424039645,3,1926,4
1926-05-27,1.84034640046848,27,1926,5
1926-06-30,4.614647475737298,30,1926,6
1926-07-14,8.330668981113645,14,1926,7
1926-08-31,7.562927045629772,31,1926,8
1926-09-01,6.857980809070627,1,1926,9
1926-10-06,-1.6370729543702272,6,1926,10
1926-11-18,-3.7320191909293694,18,1926,11
1926-12-10,-9.620943922112165,10,1926,12
1927-01-27,-7.5273955350153905,27,1927,1
1927-02-28,-6.927971571881749,28,1927,2
1927-03-21,-2.411266502757325,21,1927,3
1927-04-19,-1.0986858575960365,19,1927,4
1927-05-04,3.8467980133717052,4,1927,5
1927-06-17,4.801314142403966,17,1927,6
1927-07-05,7.940346400468483,5,1927,7
1927-08-05,7.462927045629771,5,1927,8
1927-09-01,4.5746474757372955,1,1927,9
1927-10-02,0.7758302714362237,2,1927,10
1927-11-03,-6.028685857596035,3,1927,11
1927-12-06,-11.879008438241197,6,1927,12
1928-01-06,-6.946750373725068,6,1928,1
1928-02-26,-4.392134133458105,26,1928,2
1928-03-02,-3.5854600511444232,2,1928,3
1928-04-26,-0.45201919092936826,26,1928,4
1928-05-29,2.4048625295007398,29,1928,5
1928-06-25,5.527980809070632,25,1928,6
1928-07-15,10.404862529500738,15,1928,7
1928-08-24,8.324217368210418,24,1928,8
1928-09-09,5.837980809070631,9,1928,9
1928-10-08,0.5177657553071882,8,1928,10
1928-11-23,-3.365352524262704,23,1928,11
1928-12-26,-9.06933101888636,26,1928,12
1929-01-31,-12.327395535015391,31,1929,1
1929-02-22,-13.374400143310321,22,1929,2
1929-03-22,-2.8435245672734535,22,1929,3
1929-04-19,-3.008685857596035,19,1929,4
1929-05-27,5.172604464984607,27,1929,5
1929-06-12,4.984647475737296,12,1929,6
1929-07-17,8.782281884339445,17,1929,7
1929-08-31,8.598410916597514,31,1929,8
1929-09-04,9.241314142403963,4,1929,9
1929-10-01,0.06292704562977036,1,1929,10
1929-11-23,-3.668685857596035,23,1929,11
1929-12-04,-5.230621341467003,4,1929,12
1930-01-19,-4.991911664047649,19,1930,1
1930-02-27,-7.935114429024607,27,1930,2
1930-03-03,-2.943524567273455,3,1930,3
1930-04-24,0.634647475737296,24,1930,4
1930-05-30,3.0209915617588035,30,1930,5
1930-06-22,9.727980809070631,22,1930,6
1930-07-01,6.743572206920094,1,1930,7
1930-08-28,8.340346400468485,28,1930,8
1930-09-05,4.517980809070634,5,1930,9
1930-10-17,0.5822818843394479,17,1930,10
1930-11-28,-3.1886858575960364,28,1930,11
1930-12-31,-8.162879405983134,31,1930,12
1931-01-03,-8.233847147918617,3,1931,1
1931-02-26,-8.75297157188175,26,1931,2
1931-03-20,-5.124169728563778,20,1931,3
1931-04-09,-1.4786858575960355,9,1931,4
1931-05-26,5.601636723049127,26,1931,5
1931-06-14,7.80798080907063,14,1931,6
1931-07-24,7.404862529500738,24,1931,7
1931-08-05,5.514539948855573,5,1931,8
1931-09-03,2.6013141424039645,3,1931,9
1931-10-06,0.06937865853299563,6,1931,10
1931-11-04,-3.2253525242627035,4,1931,11
1931-12-04,-8.366105212434746,4,1931,12
1932-01-06,-6.272556825337971,6,1932,1
1932-02-03,-9.647306547251208,3,1932,2
1932-03-27,-4.93707295437023,27,1932,3
1932-04-30,-2.415352524262703,30,1932,4
1932-05-15,3.285507690791059,15,1932,5
1932-06-30,6.7846474757373,30,1932,6
1932-07-05,8.524217368210413,5,1932,7
1932-08-19,11.427443174662029,19,1932,8
1932-09-16,5.894647475737296,16,1932,9
1932-10-22,-0.26610521243474494,22,1932,10
1932-11-04,-5.075352524262701,4,1932,11
1932-12-18,-6.330621341467003,18,1932,12
1933-01-03,-10.449976180176682,3,1933,1
1933-02-09,-7.202971571881751,9,1933,2
1933-03-29,-0.975782631789583,29,1933,3
1933-04-11,0.4846474757372956,11,1933,4
1933-05-21,3.656475432726543,21,1933,5
1933-06-06,6.054647475737296,6,1933,6
1933-07-27,9.733894787565253,27,1933,7
1933-08-06,9.601636723049127,6,1933,8
1933-09-28,6.701314142403964,28,1933,9
1933-10-01,0.8080883359523519,1,1933,10
1933-11-19,-6.428685857596036,19,1933,11
1933-12-29,-13.888685857596036,29,1933,12
1934-01-18,-8.553201986628293,18,1934,1
1934-02-24,-7.65297157188175,24,1934,2
1934-03-31,-4.4628794059831325,31,1934,3
1934-04-16,2.6946474757372965,16,1934,4
1934-05-12,3.9177657553071885,12,1934,5
1934-06-18,7.691314142403963,18,1934,6
1934-07-18,10.346798013371705,18,1934,7
1934-08-08,8.369378658532996,8,1934,8
1934-09-08,8.55798080907063,8,1934,9
1934-10-02,0.9467980133717049,2,1934,10
1934-11-11,-5.265352524262703,11,1934,11
1934-12-06,-4.117718115660551,6,1934,12
1935-01-01,-8.972556825337971,1,1935,1
1935-02-20,-6.210114429024607,20,1935,2
1935-03-21,-3.5757826317895844,21,1935,3
1935-04-20,-1.3820191909293698,20,1935,4
1935-05-06,2.7209915617588027,6,1935,5
1935-06-25,7.924647475737297,25,1935,6
1935-07-12,9.743572206920094,12,1935,7
1935-08-23,9.272604464984608,23,1935,8
1935-09-01,5.461314142403966,1,1935,9
1935-10-17,0.13389478756525364,17,1935,10
1935-11-03,-3.118685857596036,3,1935,11
1935-12-26,-8.695137470499262,26,1935,12
1936-01-10,-5.869331018886358,10,1936,1
1936-02-19,-7.4852375817339665,19,1936,2
1936-03-22,-2.15965359953152,22,1936,3
1936-04-01,-2.752019190929367,1,1936,4
1936-05-06,4.391959303694287,6,1936,5
1936-06-21,8.017980809070634,21,1936,6
1936-07-17,7.140346400468479,17,1936,7
1936-08-17,8.511314142403963,17,1936,8
1936-09-03,5.817980809070631,3,1936,9
1936-10-15,-1.4725568253379713,15,1936,10
1936-11-12,-6.022019190929369,12,1936,11
1936-12-18,-7.966105212434745,18,1936,12
1937-01-23,-6.469331018886359,23,1937,1
1937-02-03,-5.210114429024607,3,1937,2
1937-03-20,-6.42739553501539,20,1937,3
1937-04-13,-0.8120191909293695,13,1937,4
1937-05-26,5.5951851101459,26,1937,5
1937-06-10,7.367980809070632,10,1937,6
1937-07-03,7.811314142403967,3,1937,7
1937-08-07,8.414539948855575,7,1937,8
1937-09-01,4.964647475737296,1,1937,9
1937-10-27,1.9338947875652543,27,1937,10
1937-11-03,-5.832019190929369,3,1937,11
1937-12-02,-9.72739553501539,2,1937,12
1938-01-13,-6.891911664047648,13,1938,1
1938-02-25,-6.667257286167465,25,1938,2
1938-03-20,0.16615285208138353,20,1938,3
1938-04-28,-3.1453525242627016,28,1938,4
1938-05-14,2.559701239178157,14,1938,5
1938-06-08,7.4546474757372945,8,1938,6
1938-07-31,7.837120594016868,31,1938,7
1938-08-04,9.479056077887835,4,1938,8
1938-09-21,7.1413141424039654,21,1938,9
1938-10-01,0.45970123917816075,1,1938,10
1938-11-12,-1.9520191909293683,12,1938,11
1938-12-13,-10.208040696305712,13,1938,12
1939-01-11,-6.362879405983132,11,1939,1
1939-02-08,-5.595828714738893,8,1939,2
1939-03-03,-5.143524567273456,3,1939,3
1939-04-11,0.791314142403964,11,1939,4
1939-05-31,3.30486252950074,31,1939,5
1939-06-07,8.137980809070628,7,1939,6
1939-07-29,8.08228188433945,29,1939,7
1939-08-20,8.695185110145902,20,1939,8
1939-09-09,6.164647475737295,9,1939,9
1939-10-15,-1.9467503737250684,15,1939,10
1939-11-09,-2.78201919092937,9,1939,11
1939-12-01,-10.253201986628294,1,1939,12
1940-01-08,-14.28223424469281,8,1940,1
1940-02-23,-8.87144447828569,23,1940,2
1940-03-18,-3.5757826317895844,18,1940,3
1940-04-23,0.0179808090706306,23,1940,4
1940-05-25,5.1500238198233195,25,1940,5
1940-06-24,8.771314142403964,24,1940,6
1940-07-02,7.253249626274931,2,1940,7
1940-08-04,6.895185110145897,4,1940,8
1940-09-05,4.964647475737296,5,1940,9
1940-10-21,0.2629270456297679,21,1940,10
1940-11-04,-3.6486858575960355,4,1940,11
1940-12-31,-11.020943922112163,31,1940,12
1941-01-23,-13.120943922112165,23,1941,1
1941-02-28,-7.9422572861674645,28,1941,2
1941-03-15,-3.7596535995315197,15,1941,3
1941-04-18,-1.715352524262702,18,1941,4
1941-05-28,1.0048625295007358,28,1941,5
1941-06-22,8.83798080907063,22,1941,6
1941-07-09,10.866152852081383,9,1941,7
1941-08-15,5.543572206920091,15,1941,8
1941-09-05,6.854647475737293,5,1941,9
1941-10-06,-0.1886858575960364,6,1941,10
1941-11-12,-5.342019190929369,12,1941,11
1941-12-15,-7.124169728563778,15,1941,12
1942-01-28,-14.38223424469281,28,1942,1
1942-02-13,-14.12797157188175,13,1942,2
1942-03-14,-4.566105212434746,14,1942,3
1942-04-18,1.4146474757373007,18,1942,4
1942-05-18,4.066152852081386,18,1942,5
1942-06-05,6.907980809070631,5,1942,6
1942-07-05,7.01776575530719,5,1942,7
1942-08-28,10.069378658533,28,1942,8
1942-09-12,6.751314142403965,12,1942,9
1942-10-07,1.891959303694284,7,1942,10
1942-11-01,-5.522019190929369,1,1942,11
1942-12-15,-6.588685857596035,15,1942,12
1943-01-22,-6.953201986628294,22,1943,1
